DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01005536,Ayrshire & Arran,239295.1522,602707.1323,5,10,577
S01005537,Ayrshire & Arran,222387.9745,604301.5756,6,23,463
S01005538,Ayrshire & Arran,232404.0469,604603.8899,5,13,519
S01005539,Ayrshire & Arran,226619.4697,606693.6624,5,15,519
S01005540,Ayrshire & Arran,229706.9619,609279.391,3,40,421
S01005541,Ayrshire & Arran,230041.8099,609771.713,3,33,454
S01005542,Ayrshire & Arran,229428.5362,609847.6926,3,20,452
S01005543,Ayrshire & Arran,229822.908,610113.6983,3,25,445
S01005544,Ayrshire & Arran,230486.8902,610128.8327,3,25,392
S01005545,Ayrshire & Arran,229156.162,610466.3603,3,30,711
S01005546,Ayrshire & Arran,233045.4465,614013.8505,5,13,475
S01005547,Ayrshire & Arran,227788.1398,614950.934,5,18,584
S01005548,Ayrshire & Arran,235997.701,617297.266,2,15,779
S01005549,Ayrshire & Arran,241860.2135,617298.0982,5,23,874
S01005550,Ayrshire & Arran,233289.7363,617552.7958,2,0,339
S01005551,Ayrshire & Arran,232217.4344,618250.2444,2,10,445
S01005552,Ayrshire & Arran,234203.4038,618523.8563,2,8,391
S01005553,Ayrshire & Arran,233749.9193,618605.9654,2,5,454
S01005554,Ayrshire & Arran,234567.0406,618748.4579,2,5,353
S01005555,Ayrshire & Arran,232276.591,619003.1552,2,3,408
S01005556,Ayrshire & Arran,231827.7653,619027.6017,2,0,347
S01005557,Ayrshire & Arran,235067.5514,619047.4204,2,25,433
S01005558,Ayrshire & Arran,234556.3171,619180.6569,2,5,341
S01005559,Ayrshire & Arran,234883.1725,619383.1157,2,38,411
S01005560,Ayrshire & Arran,235278.8032,619452.6558,2,25,426
S01005561,Ayrshire & Arran,240778.0408,619585.6621,5,10,519
S01005562,Ayrshire & Arran,233081.8462,619586.9763,2,5,456
S01005563,Ayrshire & Arran,234889.4261,619738.961,2,33,496
S01005564,Ayrshire & Arran,233751.086,619888.8546,2,3,422
S01005565,Ayrshire & Arran,235444.7761,619901.0412,2,10,293
S01005566,Ayrshire & Arran,240610.3306,619952.2751,5,15,287
S01005567,Ayrshire & Arran,234513.5864,619980.3921,2,35,504
S01005568,Ayrshire & Arran,234828.6299,619999.4924,2,15,342
S01005569,Ayrshire & Arran,235143.6552,620159.6064,2,5,448
S01005570,Ayrshire & Arran,234292.9548,620274.8517,2,18,420
S01005571,Ayrshire & Arran,235541.3623,620311.6771,2,5,455
S01005572,Ayrshire & Arran,233846.3128,620341.2412,2,8,420
S01005573,Ayrshire & Arran,234718.1373,620499.8093,2,15,406
S01005574,Ayrshire & Arran,235180.841,620591.8638,2,15,471
S01005575,Ayrshire & Arran,235736.0817,620697.5192,2,5,412
S01005576,Ayrshire & Arran,234246.27,620710.1773,2,20,433
S01005577,Ayrshire & Arran,233507.7175,620787.0869,2,5,442
S01005578,Ayrshire & Arran,235005.8377,620787.9702,2,20,547
S01005579,Ayrshire & Arran,239311.9588,620898.7353,5,5,553
S01005580,Ayrshire & Arran,233142.7018,620941.5136,2,3,239
S01005581,Ayrshire & Arran,234465.0091,621003.483,2,10,391
S01005582,Ayrshire & Arran,233815.4183,621010.6296,2,5,526
S01005583,Ayrshire & Arran,235036.9667,621095.779,2,15,308
S01005584,Ayrshire & Arran,235859.2326,621375.6566,2,3,361
S01005585,Ayrshire & Arran,234024.357,621462.3103,2,40,493
S01005586,Ayrshire & Arran,233343.989,621552.5921,2,45,457
S01005587,Ayrshire & Arran,235304.3748,621585.1714,2,20,620
S01005588,Ayrshire & Arran,234393.4716,621678.0116,2,18,338
S01005589,Ayrshire & Arran,233420.2338,622106.9907,2,88,784
S01005590,Ayrshire & Arran,234085.828,622110.1284,2,75,474
S01005591,Ayrshire & Arran,235224.6087,622111.2973,2,40,505
S01005592,Ayrshire & Arran,234367.0456,622268.784,2,55,310
S01005593,Ayrshire & Arran,235724.3981,622448.4712,2,33,480
S01005594,Ayrshire & Arran,233673.0942,622540.5166,2,68,564
S01005595,Ayrshire & Arran,236374.017,622658.7554,2,68,509
S01005596,Ayrshire & Arran,236092.0014,622671.8008,2,28,316
S01005597,Ayrshire & Arran,234663.7805,622681.3131,2,45,570
S01005598,Ayrshire & Arran,234084.0932,622697.334,2,83,597
S01005599,Ayrshire & Arran,235456.6905,622756.1631,2,25,376
S01005600,Ayrshire & Arran,235099.8529,622765.3302,2,78,455
S01005601,Ayrshire & Arran,240673.3215,622903.7554,5,20,398
S01005602,Ayrshire & Arran,235804.3532,622910.9958,2,50,434
S01005603,Ayrshire & Arran,236522.8969,622971.7238,2,33,441
S01005604,Ayrshire & Arran,235397.6853,623048.1378,2,35,311
S01005605,Ayrshire & Arran,234478.6028,623052.7431,2,33,594
S01005606,Ayrshire & Arran,233953.0376,623213.0612,2,15,370
S01005607,Ayrshire & Arran,234725.1596,623272.3964,2,5,367
S01005608,Ayrshire & Arran,234982.4441,623523.2048,2,10,560
S01005609,Ayrshire & Arran,235567.5464,623566.4741,2,23,523
S01005610,Ayrshire & Arran,234337.0768,623574.5806,2,5,320
S01005611,Ayrshire & Arran,237098.7976,623612.7202,2,45,417
S01005612,Ayrshire & Arran,236154.2076,623903.7651,2,8,561
S01005613,Ayrshire & Arran,234792.2771,623926.6334,2,23,512
S01005614,Ayrshire & Arran,241697.6194,623975.9461,5,28,544
S01005615,Ayrshire & Arran,234366.0098,624114.3243,2,25,573
S01005616,Ayrshire & Arran,235218.4891,624143.0348,2,8,397
S01005617,Ayrshire & Arran,239159.2253,624150.8852,5,25,499
S01005618,Ayrshire & Arran,235047.0712,624341.3603,2,18,331
S01005619,Ayrshire & Arran,235674.089,624370.8353,2,5,365
S01005620,Ayrshire & Arran,234667.6911,624532.7064,2,13,304
S01005621,Ayrshire & Arran,235050.0179,624607.4729,2,25,442
S01005622,Ayrshire & Arran,235383.1773,624793.209,2,5,432
S01005623,Ayrshire & Arran,235749.9848,624994.2303,2,15,467
S01005624,Ayrshire & Arran,234577.4312,625008.1776,2,5,489
S01005625,Ayrshire & Arran,235142.0907,625068.7941,2,13,493
S01005626,Ayrshire & Arran,236109.7251,625354.3009,2,20,511
S01005627,Ayrshire & Arran,235837.9364,625500.213,2,8,368
S01005628,Ayrshire & Arran,241303.3812,625534.9633,5,33,610
S01005629,Ayrshire & Arran,235482.546,625585.2991,2,10,453
S01005630,Ayrshire & Arran,235230.2039,625694.6279,2,15,342
S01005631,Ayrshire & Arran,244260.9824,625715.928,5,20,403
S01005632,Ayrshire & Arran,235019.9346,625828.9375,2,15,271
S01005633,Ayrshire & Arran,236367.0563,625847.9103,2,10,369
S01005634,Ayrshire & Arran,235604.4383,625904.0878,2,10,469
S01005635,Ayrshire & Arran,234699.9958,625934.6333,2,5,484
S01005636,Ayrshire & Arran,235546.335,626267.9506,2,10,479
S01005637,Ayrshire & Arran,237776.9292,626873.1541,5,15,648
S01005638,Ayrshire & Arran,234903.5983,627078.0571,2,10,507
S01005639,Ayrshire & Arran,243373.1258,627118.1576,5,28,432
S01005640,Ayrshire & Arran,235980.2592,629158.8349,5,10,459
S01005641,Ayrshire & Arran,244365.9554,629430.1298,5,28,663
S01005642,Ayrshire & Arran,233589.6311,629557.4268,2,5,377
S01005643,Ayrshire & Arran,232693.7456,630417.0877,2,8,313
S01005644,Ayrshire & Arran,233932.5537,630789.6004,2,5,327
S01005645,Ayrshire & Arran,232965.3911,630934.1501,2,10,462
S01005646,Ayrshire & Arran,232005.4845,630995.6764,2,15,435
S01005647,Ayrshire & Arran,232431.5704,631020.3479,2,8,411
S01005648,Ayrshire & Arran,237679.1503,631026.7924,5,15,549
S01005649,Ayrshire & Arran,231177.9432,631117.496,2,30,556
S01005650,Ayrshire & Arran,233584.9491,631404.7971,2,20,345
S01005651,Ayrshire & Arran,232690.0465,631483.9156,2,33,428
S01005652,Ayrshire & Arran,240127.3763,631695.1998,5,10,461
S01005653,Ayrshire & Arran,233856.7346,631695.4229,2,25,503
S01005654,Ayrshire & Arran,232935.824,631863.0676,2,10,448
S01005655,Ayrshire & Arran,234820.6864,631893.0016,5,8,586
S01005656,Ayrshire & Arran,232493.7874,631978.5399,2,30,339
S01005657,Ayrshire & Arran,232753.726,632049.4077,2,8,290
S01005658,Ayrshire & Arran,233668.3993,632088.9245,2,10,485
S01005659,Ayrshire & Arran,233252.7969,632142.7646,2,8,523
S01005660,Ayrshire & Arran,232781.9982,632558.0431,2,20,356
S01005661,Ayrshire & Arran,233637.7936,632569.1446,2,8,414
S01005662,Ayrshire & Arran,232922.3396,633041.1661,2,10,377
S01005663,Ayrshire & Arran,232589.7207,633221.0004,2,10,341
S01005664,Ayrshire & Arran,233371.3198,633221.6699,2,0,370
S01005665,Ayrshire & Arran,233615.2531,633384.2429,2,10,278
S01005666,Ayrshire & Arran,237065.7583,633718.6736,5,30,681
S01005667,Ayrshire & Arran,236248.7621,634759.928,5,15,407
S01005668,Ayrshire & Arran,237600.7607,635757.3285,5,15,497
S01005669,Lanarkshire,295694.8911,611626.1576,5,15,439
S01005670,Lanarkshire,283309.8885,623394.6541,5,20,525
S01005671,Lanarkshire,298160.5861,624812.1247,5,10,352
S01005672,Lanarkshire,283742.2134,630245.6813,5,35,497
S01005673,Lanarkshire,303019.3387,631231.4173,6,15,373
S01005674,Lanarkshire,285765.307,631348.913,5,25,553
S01005675,Lanarkshire,286826.8533,634489.0196,5,70,568
S01005676,Lanarkshire,281255.6395,634719.1357,5,33,468
S01005677,Lanarkshire,292638.4658,634875.7803,5,8,537
S01005678,Lanarkshire,298232.1818,635116.584,5,13,569
S01005679,Lanarkshire,281990.363,636090.8367,5,30,563
S01005680,Lanarkshire,277227.8125,636723.7504,5,10,505
S01005681,Lanarkshire,305156.7481,637233.468,6,5,558
S01005682,Lanarkshire,304082.4667,637551.2277,6,5,374
S01005683,Lanarkshire,281785.149,638899.5435,3,50,450
S01005684,Lanarkshire,281678.9948,639426.5548,3,35,707
S01005685,Lanarkshire,265242.0555,639889.3604,5,5,467
S01005686,Lanarkshire,281186.4545,639900.7699,3,20,429
S01005687,Lanarkshire,283578.3502,639919.4301,5,8,475
S01005688,Lanarkshire,281053.547,640713.2947,3,15,545
S01005689,Lanarkshire,270930.4562,640767.4898,5,0,354
S01005690,Lanarkshire,303036.157,640921.0639,6,10,443
S01005691,Lanarkshire,286359.4989,641092.4069,5,15,448
S01005692,Lanarkshire,299161.7382,641192.9435,5,10,431
S01005693,Lanarkshire,289725.9929,642091.8911,3,15,924
S01005694,Lanarkshire,279505.2449,642790.5014,3,28,327
S01005695,Lanarkshire,288219.8301,642815.2733,3,30,335
S01005696,Lanarkshire,279653.0218,643157.5928,3,18,420
S01005697,Lanarkshire,279343.1774,643183.1672,3,38,359
S01005698,Lanarkshire,279111.0981,643206.0269,3,8,410
S01005699,Lanarkshire,288047.3717,643463.3787,3,28,458
S01005700,Lanarkshire,270475.483,643489.2279,3,10,374
S01005701,Lanarkshire,289047.5883,643672.3389,3,45,451
S01005702,Lanarkshire,286111.4588,643778.3098,5,20,372
S01005703,Lanarkshire,279183.6115,643823.0333,3,5,333
S01005704,Lanarkshire,288952.3212,643889.4431,3,28,373
S01005705,Lanarkshire,293351.5649,643897.5894,5,18,607
S01005706,Lanarkshire,287646.9866,643919.3097,3,5,412
S01005707,Lanarkshire,288272.9196,643925.751,3,20,303
S01005708,Lanarkshire,288598.4395,643972.3915,3,23,422
S01005709,Lanarkshire,270196.996,644085.5197,3,30,507
S01005710,Lanarkshire,279163.6066,644130.3004,3,8,402
S01005711,Lanarkshire,269768.3337,644226.7117,3,15,556
S01005712,Lanarkshire,288955.848,644235.9375,3,20,327
S01005713,Lanarkshire,287856.8696,644244.533,3,8,325
S01005714,Lanarkshire,274769.1958,644258.4779,3,23,758
S01005715,Lanarkshire,288458.7613,644306.1397,3,18,396
S01005716,Lanarkshire,269335.534,644388.1143,3,8,258
S01005717,Lanarkshire,289090.8049,644408.75,3,5,285
S01005718,Lanarkshire,270375.0858,644652.5246,3,25,499
S01005719,Lanarkshire,269645.0486,644724.9463,3,5,364
S01005720,Lanarkshire,270717.2882,644954.6427,3,8,474
S01005721,Lanarkshire,295344.5925,645040.2486,5,35,420
S01005722,Lanarkshire,269520.6985,645083.0831,3,5,318
S01005723,Lanarkshire,270177.9441,645170.4168,3,15,423
S01005724,Lanarkshire,270845.5441,645199.2262,3,10,421
S01005725,Lanarkshire,298848.9573,645287.3394,5,10,404
S01005726,Lanarkshire,286788.8126,645366.2188,5,20,633
S01005727,Lanarkshire,281231.4766,645436.1157,5,15,683
S01005728,Lanarkshire,274645.2592,645613.8717,3,30,472
S01005729,Lanarkshire,275015.602,645755.6163,3,33,317
S01005730,Lanarkshire,293858.3347,646138.3314,5,25,429
S01005731,Lanarkshire,275171.2474,646157.2336,3,15,428
S01005732,Lanarkshire,298326.0451,646410.0451,5,33,564
S01005733,Lanarkshire,270659.5982,646417.4075,3,10,507
S01005734,Lanarkshire,282904.4446,646527.5202,5,10,398
S01005735,Lanarkshire,274785.1697,646756.4111,3,15,539
S01005736,Lanarkshire,275246.8175,646778.5551,3,8,440
S01005737,Lanarkshire,276039.8257,647032.3616,3,35,540
S01005738,Lanarkshire,278610.0761,647413.425,5,45,653
S01005739,Lanarkshire,299252.4831,647956.6929,5,15,783
S01005740,Lanarkshire,306194.0016,648026.929,5,10,497
S01005741,Lanarkshire,273351.1478,648038.5442,5,15,647
S01005742,Lanarkshire,283596.7589,648381.1241,5,18,547
S01005743,Lanarkshire,288329.3767,648536.7738,2,10,750
S01005744,Lanarkshire,276908.431,649226.9711,2,23,569
S01005745,Lanarkshire,277775.67,649582.8204,2,28,619
S01005746,Lanarkshire,271029.199,649586.1744,5,13,525
S01005747,Lanarkshire,285277.0595,649617.9911,2,20,518
S01005748,Lanarkshire,276297.6979,649727.5895,2,23,359
S01005749,Lanarkshire,268263.1341,649765.6655,5,15,514
S01005750,Lanarkshire,284381.2562,649872.9044,2,30,441
S01005751,Lanarkshire,285952.7216,649920.2026,2,23,574
S01005752,Lanarkshire,276050.5028,649964.1557,2,48,491
S01005753,Lanarkshire,284995.8122,649972.8564,2,20,389
S01005754,Lanarkshire,284674.1013,650059.7987,2,18,648
S01005755,Lanarkshire,276955.9879,650066.9621,2,43,431
S01005756,Lanarkshire,285239.3315,650138.2585,2,28,543
S01005757,Lanarkshire,276190.246,650154.8701,2,48,357
S01005758,Lanarkshire,285627.8424,650232.0671,2,25,536
S01005759,Lanarkshire,276384.1763,650325.8179,2,43,504
S01005760,Lanarkshire,275346.3529,650369.6379,2,8,387
S01005761,Lanarkshire,284095.1258,650371.8264,2,10,454
S01005762,Lanarkshire,277319.7218,650415.9265,2,30,405
S01005763,Lanarkshire,263679.0458,650544.3896,5,30,1516
S01005764,Lanarkshire,277182.7371,650603.3417,2,33,327
S01005765,Lanarkshire,285183.9071,650628.8343,2,38,562
S01005766,Lanarkshire,284291.6557,650688.2205,2,20,390
S01005767,Lanarkshire,283772.3166,650690.6193,2,10,471
S01005768,Lanarkshire,276377.3732,650768.9065,2,33,585
S01005769,Lanarkshire,276797.6246,650776.2261,2,38,418
S01005770,Lanarkshire,284705.8891,650802.2821,2,15,318
S01005771,Lanarkshire,277244.4089,650909.3604,2,10,438
S01005772,Lanarkshire,276675.4432,651032.4691,2,10,398
S01005773,Lanarkshire,284218.3198,651065.9875,2,8,577
S01005774,Lanarkshire,285028.5389,651093.2405,2,15,439
S01005775,Lanarkshire,275751.0931,651126.1756,2,25,412
S01005776,Lanarkshire,276671.4411,651243.0173,2,15,395
S01005777,Lanarkshire,285297.6514,651270.973,2,8,288
S01005778,Lanarkshire,284401.3868,651338.0358,2,25,442
S01005779,Lanarkshire,277988.4141,651458.0393,2,15,513
S01005780,Lanarkshire,261452.3351,651504.0268,2,20,1037
S01005781,Lanarkshire,276118.9429,651545.0152,2,28,557
S01005782,Lanarkshire,276592.5689,651702.9441,2,28,454
S01005783,Lanarkshire,288535.0835,651801.8838,2,13,432
S01005784,Lanarkshire,262115.4036,651884.9691,2,10,439
S01005785,Lanarkshire,282042.9591,651910.0077,3,10,503
S01005786,Lanarkshire,262839.5826,651969.0153,2,20,403
S01005787,Lanarkshire,261669.4057,651988.6909,2,10,482
S01005788,Lanarkshire,275804.0994,652051.0578,2,18,306
S01005789,Lanarkshire,263398.878,652051.868,2,18,623
S01005790,Lanarkshire,261220.9078,652065.2926,2,18,356
S01005791,Lanarkshire,281855.323,652189.0239,3,8,255
S01005792,Lanarkshire,262253.7505,652201.7587,2,40,523
S01005793,Lanarkshire,260536.7877,652264.184,2,15,358
S01005794,Lanarkshire,276125.6825,652283.3673,2,13,579
S01005795,Lanarkshire,261031.2651,652291.6678,2,23,394
S01005796,Lanarkshire,283947.4338,652310.5972,3,18,730
S01005797,Lanarkshire,275704.733,652315.5269,2,18,697
S01005798,Lanarkshire,261886.5447,652351.7433,2,13,299
S01005799,Lanarkshire,261352.854,652369.0044,2,15,427
S01005800,Lanarkshire,281836.5924,652371.1429,3,15,408
S01005801,Lanarkshire,263316.9088,652377.6044,2,20,510
S01005802,Lanarkshire,294165.0861,652419.0353,5,13,588
S01005803,Lanarkshire,262476.8035,652425.9592,2,25,408
S01005804,Lanarkshire,269261.6618,652630.4586,2,40,2424
S01005805,Lanarkshire,271491.6229,652632.4488,2,10,485
S01005806,Lanarkshire,282104.584,652667.9433,3,38,458
S01005807,Lanarkshire,261947.4971,652675.9991,2,38,539
S01005808,Lanarkshire,261426.4555,652713.3505,2,30,412
S01005809,Lanarkshire,262274.767,652718.3873,2,15,436
S01005810,Lanarkshire,263381.953,652719.4176,2,15,285
S01005811,Lanarkshire,261620.8563,652752.305,2,18,291
S01005812,Lanarkshire,260980.4001,652758.01,2,13,529
S01005813,Lanarkshire,262628.3289,652760.4032,2,15,474
S01005814,Lanarkshire,271754.6354,652795.4578,2,35,460
S01005815,Lanarkshire,262933.6703,652828.7702,2,30,537
S01005816,Lanarkshire,264190.5507,652854.3271,2,18,671
S01005817,Lanarkshire,260515.5053,652903.5476,2,5,403
S01005818,Lanarkshire,271349.9729,653000.2482,2,5,584
S01005819,Lanarkshire,271884.3761,653030.1893,2,30,417
S01005820,Lanarkshire,261927.1566,653044.6429,2,18,382
S01005821,Lanarkshire,263985.3402,653115.8188,2,15,288
S01005822,Lanarkshire,262146.5602,653138.85,2,25,463
S01005823,Lanarkshire,261004.1524,653164.4438,2,20,441
S01005824,Lanarkshire,260161.8146,653199.7698,2,5,465
S01005825,Lanarkshire,263698.2581,653223.6814,2,20,379
S01005826,Lanarkshire,272268.5013,653236.7259,2,5,567
S01005827,Lanarkshire,260495.1586,653244.0063,2,5,507
S01005828,Lanarkshire,262425.1857,653252.8429,2,30,513
S01005829,Lanarkshire,261495.4871,653262.4352,2,10,410
S01005830,Lanarkshire,264881.6014,653287.9501,2,35,451
S01005831,Lanarkshire,273467.7172,653294.5064,2,18,674
S01005832,Lanarkshire,271698.6226,653297.6666,2,30,444
S01005833,Lanarkshire,271020.5772,653312.9071,2,15,391
S01005834,Lanarkshire,263019.936,653329.1163,2,20,387
S01005835,Lanarkshire,259754.5124,653419.2515,2,5,437
S01005836,Lanarkshire,260824.6008,653445.802,2,5,471
S01005837,Lanarkshire,260365.37,653463.4587,2,10,338
S01005838,Lanarkshire,293658.2727,653495.6976,5,23,440
S01005839,Lanarkshire,261861.1484,653497.4744,2,15,482
S01005840,Lanarkshire,263371.8501,653510.7055,2,25,477
S01005841,Lanarkshire,262267.8066,653544.5964,2,15,382
S01005842,Lanarkshire,272108.706,653555.8416,2,13,312
S01005843,Lanarkshire,299631.8023,653600.95,5,5,395
S01005844,Lanarkshire,265115.1583,653625.1699,2,13,459
S01005845,Lanarkshire,264527.6063,653632.7282,2,10,314
S01005846,Lanarkshire,263639.7442,653646.2763,2,40,563
S01005847,Lanarkshire,262717.4325,653653.1074,2,15,416
S01005848,Lanarkshire,270701.3456,653657.6728,2,30,335
S01005849,Lanarkshire,271308.7903,653666.251,2,20,435
S01005850,Lanarkshire,294050.4494,653693.5294,5,30,453
S01005851,Lanarkshire,263090.9173,653726.5269,2,25,438
S01005852,Lanarkshire,264754.9587,653729.6204,2,13,330
S01005853,Lanarkshire,261453.5112,653780.1909,2,25,519
S01005854,Lanarkshire,270969.8488,653817.5214,2,28,478
S01005855,Lanarkshire,271938.6583,653848.2112,2,60,456
S01005856,Lanarkshire,262344.112,653864.9557,2,23,378
S01005857,Lanarkshire,271599.0015,653867.0245,2,20,373
S01005858,Lanarkshire,270647.6448,653930.5297,2,23,389
S01005859,Lanarkshire,264402.8142,653932.8813,2,15,452
S01005860,Lanarkshire,261858.64,653977.7685,2,25,473
S01005861,Lanarkshire,260183.8561,653980.5588,2,3,679
S01005862,Lanarkshire,264841.8531,653991.548,2,25,448
S01005863,Lanarkshire,260847.4939,654017.078,2,28,888
S01005864,Lanarkshire,262557.4714,654030.3363,2,20,468
S01005865,Lanarkshire,294421.1648,654071.8011,5,40,378
S01005866,Lanarkshire,263971.4294,654099.9083,2,10,475
S01005867,Lanarkshire,270306.5991,654121.9364,2,30,629
S01005868,Lanarkshire,265473.4151,654177.5408,2,5,448
S01005869,Lanarkshire,270949.6904,654207.3683,2,43,426
S01005870,Lanarkshire,263170.027,654244.4844,2,18,379
S01005871,Lanarkshire,265131.5156,654263.7071,2,15,458
S01005872,Lanarkshire,264710.3706,654285.1423,2,13,398
S01005873,Lanarkshire,261869.1421,654286.6104,2,23,550
S01005874,Lanarkshire,271255.7718,654291.4855,2,60,523
S01005875,Lanarkshire,269957.0604,654327.9072,2,10,494
S01005876,Lanarkshire,272420.5353,654329.1915,2,8,467
S01005877,Lanarkshire,262628.695,654346.8066,2,23,506
S01005878,Lanarkshire,269077.9554,654353.0934,2,5,445
S01005879,Lanarkshire,271821.8985,654400.89,2,8,370
S01005880,Lanarkshire,271538.571,654403.5976,2,40,450
S01005881,Lanarkshire,262234.8505,654498.1676,2,28,449
S01005882,Lanarkshire,258629.2643,654512.0492,5,10,913
S01005883,Lanarkshire,264823.3191,654516.2633,2,10,239
S01005884,Lanarkshire,272186.2266,654523.0389,2,15,404
S01005885,Lanarkshire,269626.5626,654573.8785,2,10,351
S01005886,Lanarkshire,269398.9762,654576.996,2,5,526
S01005887,Lanarkshire,265069.7568,654592.8833,2,8,281
S01005888,Lanarkshire,270441.5713,654593.5542,2,20,391
S01005889,Lanarkshire,263705.9676,654602.0732,2,33,443
S01005890,Lanarkshire,268961.2881,654627.211,2,8,476
S01005891,Lanarkshire,270964.104,654633.8973,2,43,407
S01005892,Lanarkshire,271580.0196,654708.315,2,40,370
S01005893,Lanarkshire,264790.6709,654708.7786,2,20,420
S01005894,Lanarkshire,263183.5053,654716.4934,2,20,425
S01005895,Lanarkshire,265771.24,654716.4807,2,8,311
S01005896,Lanarkshire,270039.1334,654732.2801,2,10,425
S01005897,Lanarkshire,264420.1742,654749.4825,2,10,438
S01005898,Lanarkshire,262561.7456,654774.1871,2,20,486
S01005899,Lanarkshire,272052.0063,654778.7372,2,30,422
S01005900,Lanarkshire,272621.8959,654794.9842,2,5,356
S01005901,Lanarkshire,261908.6517,654810.7865,2,10,492
S01005902,Lanarkshire,273203.0672,654834.4549,2,5,494
S01005903,Lanarkshire,263973.8998,654871.0071,2,23,527
S01005904,Lanarkshire,265193.2563,654902.5262,2,25,588
S01005905,Lanarkshire,269150.9738,654914.5083,2,13,452
S01005906,Lanarkshire,269555.8806,654985.1162,2,38,538
S01005907,Lanarkshire,271282.1785,654988.0973,2,25,425
S01005908,Lanarkshire,271946.184,655058.6258,2,43,554
S01005909,Lanarkshire,263186.5749,655080.4267,2,8,328
S01005910,Lanarkshire,262624.3815,655100.9522,2,5,411
S01005911,Lanarkshire,270599.2115,655141.2505,2,35,806
S01005912,Lanarkshire,263685.0785,655197.0716,2,15,499
S01005913,Lanarkshire,269767.5273,655214.1352,2,70,469
S01005914,Lanarkshire,272583.0835,655221.3466,2,38,534
S01005915,Lanarkshire,264761.9729,655243.2989,2,18,371
S01005916,Lanarkshire,260907.378,655281.2019,2,5,537
S01005917,Lanarkshire,269121.4942,655281.9701,2,58,547
S01005918,Lanarkshire,264517.9074,655290.4137,2,15,490
S01005919,Lanarkshire,262140.6815,655300.7443,2,5,333
S01005920,Lanarkshire,265447.4278,655307.983,2,23,461
S01005921,Lanarkshire,270111.92,655313.5247,2,13,399
S01005922,Lanarkshire,265363.556,655324.0941,2,25,543
S01005923,Lanarkshire,266006.8555,655349.8049,2,20,433
S01005924,Lanarkshire,262696.6229,655355.2879,2,5,415
S01005925,Lanarkshire,263164.827,655402.8133,2,5,504
S01005926,Lanarkshire,271711.4178,655441.5003,2,13,545
S01005927,Lanarkshire,270893.7123,655454.5217,2,5,372
S01005928,Lanarkshire,269307.2384,655500.8686,2,45,446
S01005929,Lanarkshire,264243.7851,655504.6234,2,18,464
S01005930,Lanarkshire,263715.1348,655543.7747,2,23,698
S01005931,Lanarkshire,266037.6865,655580.1819,2,25,526
S01005932,Lanarkshire,269728.6511,655624.4348,2,40,368
S01005933,Lanarkshire,261978.2379,655631.4111,2,8,568
S01005934,Lanarkshire,264810.8101,655640.4318,2,23,370
S01005935,Lanarkshire,265322.8486,655671.9037,2,18,353
S01005936,Lanarkshire,268934.9002,655681.5138,2,38,449
S01005937,Lanarkshire,262718.5291,655693.8303,2,10,464
S01005938,Lanarkshire,270358.596,655755.3724,2,40,516
S01005939,Lanarkshire,269984.9755,655791.6803,2,45,428
S01005940,Lanarkshire,272194.9511,655809.362,2,25,446
S01005941,Lanarkshire,261366.0266,655826.0705,2,5,350
S01005942,Lanarkshire,264874.3188,655880.2837,2,40,504
S01005943,Lanarkshire,265867.905,655901.5173,2,25,488
S01005944,Lanarkshire,270890.9709,655923.9524,2,30,533
S01005945,Lanarkshire,265335.9945,655967.2714,2,30,473
S01005946,Lanarkshire,269568.8646,655994.5557,2,40,506
S01005947,Lanarkshire,270120.5412,656023.161,2,48,438
S01005948,Lanarkshire,268453.1102,656115.7784,2,30,511
S01005949,Lanarkshire,265863.1569,656160.6478,2,30,404
S01005950,Lanarkshire,265493.4076,656164.4467,2,25,347
S01005951,Lanarkshire,270447.2391,656207.436,2,95,734
S01005952,Lanarkshire,271380.4542,656408.3456,2,55,669
S01005953,Lanarkshire,270071.3466,656481.6743,2,28,849
S01005954,Lanarkshire,268470.882,656542.4608,2,25,313
S01005955,Lanarkshire,272385.4381,656559.1793,2,23,551
S01005956,Lanarkshire,269550.9137,656559.6981,2,40,512
S01005957,Lanarkshire,270782.9238,656583.1553,2,55,575
S01005958,Lanarkshire,268814.2142,656660.9116,2,23,326
S01005959,Lanarkshire,268741.7741,656837.1545,2,30,308
S01005960,Lanarkshire,268028.6758,656893.7179,2,8,318
S01005961,Lanarkshire,269350.7674,656969.8307,2,55,703
S01005962,Lanarkshire,268572.6599,656971.8684,2,10,263
S01005963,Lanarkshire,268167.9924,657024.2001,2,25,410
S01005964,Lanarkshire,268519.0356,657246.285,2,43,444
S01005965,Lanarkshire,269906.7954,657258.4343,2,68,564
S01005966,Lanarkshire,270696.4429,657310.6057,2,75,754
S01005967,Lanarkshire,268913.432,657344.2104,2,53,535
S01005968,Lanarkshire,263902.7469,657485.9645,2,15,697
S01005969,Lanarkshire,268043.5285,657539.0411,2,20,370
S01005970,Lanarkshire,268453.3885,657571.8745,2,38,483
S01005971,Lanarkshire,268261.5518,657748.4618,2,10,299
S01005972,Lanarkshire,269297.246,657771.5301,2,15,553
S01005973,Lanarkshire,268889.2271,657809.4924,2,23,530
S01005974,Lanarkshire,268336.3933,657991.139,2,33,438
S01005975,Lanarkshire,268665.3596,658128.7959,2,33,398
