DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01004188,Lothian,335197.7515,665022.6737,2,38,459
S01004189,Lothian,331657.6698,665069.8373,2,5,596
S01004190,Lothian,330320.8761,665080.1668,2,20,526
S01004191,Lothian,331054.7792,665092.9588,2,18,488
S01004192,Lothian,334466.6481,665178.3838,2,38,611
S01004193,Lothian,327834.7719,665278.9177,3,20,375
S01004194,Lothian,330690.8765,665372.8571,2,23,360
S01004195,Lothian,331364.1113,665404.8518,2,13,361
S01004196,Lothian,327436.8872,665502.0954,3,20,362
S01004197,Lothian,327798.2498,665521.059,3,23,384
S01004198,Lothian,329408.7313,665583.5197,2,10,427
S01004199,Lothian,331014.2685,665591.2377,2,15,464
S01004200,Lothian,331602.916,665640.5626,2,5,493
S01004201,Lothian,327931.2742,665766.1746,3,15,411
S01004202,Lothian,327520.799,665787.0871,3,10,329
S01004203,Lothian,328501.1988,665832.2285,3,15,517
S01004204,Lothian,331249.2002,665852.2474,2,8,379
S01004205,Lothian,334350.0446,665882.3517,2,25,382
S01004206,Lothian,330545.2906,665896.161,2,5,367
S01004207,Lothian,334902.4374,665910.0977,2,25,541
S01004208,Lothian,327312.4975,665946.3839,3,18,559
S01004209,Lothian,332084.5439,666036.2485,2,3,398
S01004210,Lothian,328125.7082,666139.8668,3,13,324
S01004211,Lothian,333146.485,666191.6606,2,5,545
S01004212,Lothian,337842.5548,666287.4149,5,20,994
S01004213,Lothian,325932.716,666417.2114,3,20,345
S01004214,Lothian,332053.6639,666496.8157,2,5,350
S01004215,Lothian,332680.4079,666551.636,2,3,356
S01004216,Lothian,334412.1533,666586.124,2,18,551
S01004217,Lothian,333884.0486,666674.3719,2,15,264
S01004218,Lothian,334218.8331,666907.1197,2,20,433
S01004219,Lothian,334711.2275,667047.7691,2,25,379
S01004220,Lothian,332631.3322,667110.0655,2,13,459
S01004221,Lothian,334503.9571,667140.8943,2,25,467
S01004222,Lothian,333191.3035,667144.056,2,33,399
S01004223,Lothian,333854.6522,667181.7872,2,30,406
S01004224,Lothian,334184.4082,667185.3759,2,28,437
S01004225,Lothian,333474.0697,667308.589,2,50,498
S01004226,Lothian,333565.5544,667545.1324,2,20,439
S01004227,Lothian,334979.7463,668057.9439,2,18,498
S01004228,Lothian,331534.9154,668535.4606,5,23,491
S01004229,Lothian,330958.3524,669110.8756,5,18,394
S01004230,Lothian,330589.6184,669470.6811,5,15,435
S01004231,Lothian,330829.4132,669548.8275,5,10,453
S01004232,Lothian,330434.2525,669701.3126,5,5,443
S01004233,Grampian,316475.0423,815631.9527,6,8,337
S01004234,Grampian,333936.5816,831030.713,6,10,543
S01004235,Grampian,322646.5996,833491.2026,6,5,435
S01004236,Grampian,331886.0179,839769.2771,6,15,476
S01004237,Grampian,332519.3598,840273.1168,6,5,351
S01004238,Grampian,336975.056,842181.8358,6,8,347
S01004239,Grampian,326915.8124,843018.8349,5,10,406
S01004240,Grampian,317414.6285,843398.3792,6,5,458
S01004241,Grampian,330022.8985,847384.789,5,5,324
S01004242,Grampian,306754.8224,848493.7213,6,13,496
S01004243,Grampian,337611.4326,849393.064,5,5,415
S01004244,Grampian,328157.5263,849633.1854,5,13,335
S01004245,Grampian,326171.0804,849753.6584,5,8,503
S01004246,Grampian,355249.8969,849881.7032,6,5,402
S01004247,Grampian,343470.9804,850063.9341,4,20,475
S01004248,Grampian,342507.118,850362.4606,4,20,526
S01004249,Grampian,343047.3592,850363.2674,4,20,532
S01004250,Grampian,342500.8215,851026.2467,4,13,543
S01004251,Grampian,343268.4006,851154.3641,4,8,409
S01004252,Grampian,349156.1155,853607.9272,6,5,355
S01004253,Grampian,344284.3057,855248.8147,5,5,325
S01004254,Grampian,307080.0382,855960.5498,5,3,349
S01004255,Grampian,321809.7395,856311.63,5,38,1572
S01004256,Grampian,302117.311,856940.566,3,33,941
S01004257,Grampian,327929.9591,856976.2083,5,5,403
S01004258,Grampian,338541.5798,857011.8394,5,5,470
S01004259,Grampian,303181.3136,857764.054,3,15,423
S01004260,Grampian,303830.4071,857794.7164,3,8,277
S01004261,Grampian,303016.0555,858080.4427,3,23,428
S01004262,Grampian,313814.7045,858139.7597,5,8,485
S01004263,Grampian,303515.8082,858141.5282,3,28,407
S01004264,Grampian,334751.6882,858341.1602,5,10,419
S01004265,Grampian,303054.7205,858401.0857,3,23,501
S01004266,Grampian,303564.1929,858489.7329,3,20,263
S01004267,Grampian,304165.4668,858514.7307,3,5,254
S01004268,Grampian,302381.0419,858631.8656,3,23,371
S01004269,Grampian,334459.4723,858658.7066,5,10,423
S01004270,Grampian,303681.4571,858910.6263,3,30,304
S01004271,Grampian,304059.4211,859174.0443,3,23,303
S01004272,Grampian,305165.7885,859279.1528,3,5,344
S01004273,Grampian,304790.6654,859350.4349,3,5,332
S01004274,Grampian,299255.0953,859861.7674,6,15,567
S01004275,Grampian,333242.7402,860002.6697,5,10,325
S01004276,Grampian,304447.215,860688.3693,3,53,442
S01004277,Grampian,321382.6736,861252.5227,2,8,475
S01004278,Grampian,327361.529,861271.4186,5,13,506
S01004279,Grampian,327869.9493,861360.2061,5,33,562
S01004280,Grampian,321914.5173,861447.9169,2,15,498
S01004281,Grampian,350975.7039,861464.4269,6,13,399
S01004282,Grampian,322322.5143,861475.7193,2,20,496
S01004283,Grampian,322614.2704,861517.7811,2,15,404
S01004284,Grampian,321408.2233,861543.2068,2,15,477
S01004285,Grampian,307382.1969,861580.6311,5,5,474
S01004286,Grampian,306324.4203,861583.4964,5,10,287
S01004287,Grampian,332308.7333,861595.9957,5,5,346
S01004288,Grampian,321621.1458,861895.7216,2,8,419
S01004289,Grampian,322975.4419,861911.7969,2,13,377
S01004290,Grampian,345517.7007,861913.8345,6,8,590
S01004291,Grampian,322345.9929,861943.514,2,5,476
S01004292,Grampian,323407.138,862304.0271,2,20,499
S01004293,Grampian,320447.9226,862310.4293,2,0,412
S01004294,Grampian,321627.379,862437.651,2,8,443
S01004295,Grampian,322251.8936,862511.0315,2,10,386
S01004296,Grampian,320788.3932,862675.2193,2,5,470
S01004297,Grampian,322999.9194,862717.884,2,15,392
S01004298,Grampian,317101.9534,862950.1695,5,15,757
S01004299,Grampian,321298.3839,863005.9349,2,15,358
S01004300,Grampian,321964.0476,863114.3866,2,10,309
S01004301,Grampian,337505.8144,863189.7575,5,10,433
S01004302,Grampian,320381.1777,863214.4646,2,0,347
S01004303,Grampian,322715.287,863382.2265,2,18,309
S01004304,Grampian,322364.2395,863397.868,2,28,483
S01004305,Grampian,321543.0273,863530.8013,2,8,370
S01004306,Grampian,321245.7337,863659.9602,2,15,307
S01004307,Grampian,308079.9567,863692.4139,5,5,653
S01004308,Grampian,321859.9974,863769.1873,2,15,498
S01004309,Grampian,321022.6916,864016.2819,2,5,416
S01004310,Grampian,321494.4421,864103.6016,2,18,449
S01004311,Grampian,322121.164,864105.4674,2,20,652
S01004312,Grampian,304204.5988,864188.1866,5,5,356
S01004313,Grampian,327141.7107,864205.3478,5,10,826
S01004314,Grampian,339611.6006,864231.4778,5,13,432
S01004315,Grampian,321888.7269,864438.4731,2,3,289
S01004316,Grampian,321560.0468,864456.4029,2,3,260
S01004317,Grampian,342490.1072,864730.7398,3,13,551
S01004318,Grampian,341890.7004,864825.7306,3,5,268
S01004319,Grampian,332777.4219,864885.6984,5,10,540
S01004320,Grampian,341550.0276,864897.8744,3,13,459
S01004321,Grampian,343072.7869,865149.0196,3,23,334
S01004322,Grampian,341537.5462,865310.0609,3,20,543
S01004323,Grampian,342874.281,865511.9358,3,15,322
S01004324,Grampian,343258.6058,865534.0801,3,23,433
S01004325,Grampian,342382.322,865600.315,3,20,612
S01004326,Grampian,348427.0689,866151.1681,6,13,430
S01004327,Grampian,344839.5172,866158.3715,3,10,459
S01004328,Grampian,343687.3283,866308.2985,3,10,344
S01004329,Grampian,351280.2435,866800.2592,6,3,252
S01004330,Grampian,313202.9895,867121.4496,5,23,705
S01004331,Grampian,351170.9803,867269.5603,6,5,228
S01004332,Grampian,346102.1872,867722.2218,6,8,295
S01004333,Grampian,346495.4476,868021.9092,6,8,295
S01004334,Grampian,320103.6665,868402.973,5,13,2040
S01004335,Grampian,349256.0626,868580.8386,6,10,287
S01004336,Grampian,311278.5894,868995.6249,5,15,598
S01004337,Grampian,324543.593,869249.1697,3,10,406
S01004338,Grampian,314395.75,869447.2038,5,10,406
S01004339,Grampian,314845.305,869626.6294,5,5,487
S01004340,Grampian,322830.9641,869752.7095,3,10,278
S01004341,Grampian,322612.2315,869782.3999,3,15,366
S01004342,Grampian,322401.2923,869794.1742,3,5,438
S01004343,Grampian,322799.4215,870300.1895,3,10,324
S01004344,Grampian,323426.0188,870312.1198,3,15,409
S01004345,Grampian,322711.012,870615.434,3,18,638
S01004346,Grampian,323457.3501,870700.5967,3,10,270
S01004347,Grampian,323248.1551,871034.9556,3,8,500
S01004348,Grampian,323687.8808,871086.356,3,5,347
S01004349,Ayrshire & Arran,197638.9686,625008.1855,6,15,501
S01004350,Ayrshire & Arran,202386.6357,627787.3075,6,3,334
S01004351,Ayrshire & Arran,202337.4466,630654.0881,6,10,297
S01004352,Ayrshire & Arran,203357.2202,633552.151,6,3,327
S01004353,Ayrshire & Arran,201153.8472,635416.9064,6,5,512
S01004354,Ayrshire & Arran,233519.776,635851.3331,5,8,399
S01004355,Ayrshire & Arran,233085.2932,636796.4921,2,18,362
S01004356,Ayrshire & Arran,235094.2373,637831.4263,2,30,569
S01004357,Ayrshire & Arran,233193.7453,638042.2486,2,8,516
S01004358,Ayrshire & Arran,234432.9775,638052.2523,2,10,440
S01004359,Ayrshire & Arran,235616.1819,638055.1205,2,15,316
S01004360,Ayrshire & Arran,235382.4113,638112.5317,2,23,368
S01004361,Ayrshire & Arran,235118.1902,638246.2071,2,18,456
S01004362,Ayrshire & Arran,231971.0982,638284.4503,2,30,330
S01004363,Ayrshire & Arran,232219.9871,638304.8945,2,88,511
S01004364,Ayrshire & Arran,231252.0275,638422.7979,2,68,577
S01004365,Ayrshire & Arran,234766.1497,638507.7448,2,43,442
S01004366,Ayrshire & Arran,236971.9051,638541.9557,5,33,357
S01004367,Ayrshire & Arran,234054.2577,638557.6099,2,30,482
S01004368,Ayrshire & Arran,232503.2921,638580.3106,2,30,280
S01004369,Ayrshire & Arran,235310.5142,638662.4042,2,38,436
S01004370,Ayrshire & Arran,232955.8112,638778.1111,2,15,424
S01004371,Ayrshire & Arran,234334.2017,638794.3654,2,43,416
S01004372,Ayrshire & Arran,191999.1763,638796.8735,6,8,608
S01004373,Ayrshire & Arran,236946.8072,638864.3257,5,40,361
S01004374,Ayrshire & Arran,232556.834,638916.2471,2,40,444
S01004375,Ayrshire & Arran,235168.1268,638935.6271,2,33,394
S01004376,Ayrshire & Arran,234618.7932,638995.488,2,40,544
S01004377,Ayrshire & Arran,231982.8169,639004.1531,2,55,467
S01004378,Ayrshire & Arran,233129.1597,639030.0453,2,23,540
S01004379,Ayrshire & Arran,234366.6195,639199.5015,2,43,533
S01004380,Ayrshire & Arran,232377.6644,639369.5501,2,50,380
S01004381,Ayrshire & Arran,233746.1378,639395.1146,2,30,505
S01004382,Ayrshire & Arran,233154.1423,639427.6854,2,25,377
S01004383,Ayrshire & Arran,232820.0254,639598.7565,2,28,466
S01004384,Ayrshire & Arran,232573.8839,639797.8185,2,25,337
S01004385,Ayrshire & Arran,234306.3485,639843.1489,2,25,507
S01004386,Ayrshire & Arran,231839.6937,639887.5555,2,15,496
S01004387,Ayrshire & Arran,232929.0129,639990.2306,2,38,547
S01004388,Ayrshire & Arran,232112.4216,640033.0703,2,50,377
S01004389,Ayrshire & Arran,233931.6487,640063.9424,2,18,384
S01004390,Ayrshire & Arran,232383.0778,640142.8198,2,38,502
S01004391,Ayrshire & Arran,233348.371,640161.5501,2,5,319
S01004392,Ayrshire & Arran,234247.5929,640196.4282,2,30,465
S01004393,Ayrshire & Arran,232696.1532,640264.3643,2,40,510
S01004394,Ayrshire & Arran,231933.1716,640368.533,2,65,450
S01004395,Ayrshire & Arran,232302.7058,640475.907,2,48,350
S01004396,Ayrshire & Arran,234770.9561,640485.2254,2,30,468
S01004397,Ayrshire & Arran,234434.6273,640510.3033,2,13,560
S01004398,Ayrshire & Arran,233911.5195,640526.1085,2,18,466
S01004399,Ayrshire & Arran,231871.9428,640589.4012,2,45,279
S01004400,Ayrshire & Arran,232700.9675,640662.768,2,10,325
S01004401,Ayrshire & Arran,235117.5399,640713.0505,2,20,752
S01004402,Ayrshire & Arran,232255.8208,640746.6155,2,48,479
S01004403,Ayrshire & Arran,229473.9654,640788.8006,2,20,318
S01004404,Ayrshire & Arran,233805.8479,640915.8464,2,10,464
S01004405,Ayrshire & Arran,234166.0127,640981.7406,2,18,502
S01004406,Ayrshire & Arran,227381.2859,640983.1139,2,60,547
S01004407,Ayrshire & Arran,227168.989,640996.3954,2,53,403
S01004408,Ayrshire & Arran,237085.1741,641117.2083,2,15,923
S01004409,Ayrshire & Arran,198839.2123,641133.6433,6,0,394
S01004410,Ayrshire & Arran,231875.6753,641274.8005,2,53,564
S01004411,Ayrshire & Arran,226197.3449,641302.3901,2,30,331
S01004412,Ayrshire & Arran,224332.8917,641374.5861,2,55,534
S01004413,Ayrshire & Arran,225099.0619,641477.8443,2,65,404
S01004414,Ayrshire & Arran,224674.9184,641491.0622,2,103,430
S01004415,Ayrshire & Arran,226694.2429,641691.654,2,45,375
S01004416,Ayrshire & Arran,224366.5097,641828.2632,2,28,366
S01004417,Ayrshire & Arran,225178.5408,641858.7745,2,83,473
S01004418,Ayrshire & Arran,225745.3511,641907.4529,2,30,500
S01004419,Ayrshire & Arran,227017.5421,642005.4938,2,28,440
S01004420,Ayrshire & Arran,224823.4692,642034.3997,2,20,429
S01004421,Ayrshire & Arran,222844.6897,642088.7886,2,100,484
S01004422,Ayrshire & Arran,226425.4091,642109.0001,2,38,289
S01004423,Ayrshire & Arran,223624.8495,642253.2725,2,30,443
S01004424,Ayrshire & Arran,230454.6555,642292.0035,2,55,395
S01004425,Ayrshire & Arran,224237.4596,642307.7861,2,15,374
S01004426,Ayrshire & Arran,226176.3895,642311.3539,2,10,286
S01004427,Ayrshire & Arran,226886.429,642328.3158,2,53,437
S01004428,Ayrshire & Arran,227286.1729,642364.9987,2,60,504
S01004429,Ayrshire & Arran,225043.3509,642463.2892,2,63,468
S01004430,Ayrshire & Arran,224682.5662,642541.3856,2,23,296
S01004431,Ayrshire & Arran,223351.1647,642601.5627,2,90,418
S01004432,Ayrshire & Arran,227671.984,642627.0645,2,58,576
S01004433,Ayrshire & Arran,225359.2317,642637.7705,2,38,510
S01004434,Ayrshire & Arran,230733.6746,642687.2883,2,30,505
S01004435,Ayrshire & Arran,222953.897,642705.0716,2,35,446
S01004436,Ayrshire & Arran,228781.7733,642711.7574,2,30,455
S01004437,Ayrshire & Arran,227048.8813,642748.0995,2,60,482
S01004438,Ayrshire & Arran,229531.9113,642777.6793,2,38,366
S01004439,Ayrshire & Arran,224949.5255,642814.9873,2,50,369
S01004440,Ayrshire & Arran,230077.8927,642908.9294,2,35,401
S01004441,Ayrshire & Arran,224379.3839,642935.5142,2,15,670
S01004442,Ayrshire & Arran,223728.8071,642939.16,2,68,536
S01004443,Ayrshire & Arran,227380.2693,642939.7198,2,50,409
S01004444,Ayrshire & Arran,225173.3752,642980.3452,2,60,530
S01004445,Ayrshire & Arran,224726.3898,642983.0051,2,28,521
S01004446,Ayrshire & Arran,229269.424,643033.7103,2,33,496
S01004447,Ayrshire & Arran,229568.4081,643146.4369,2,48,416
S01004448,Ayrshire & Arran,228682.1747,643201.6212,2,15,377
S01004449,Ayrshire & Arran,230918.8064,643208.3232,2,50,495
S01004450,Ayrshire & Arran,230043.5575,643264.1932,2,50,395
S01004451,Ayrshire & Arran,223692.8453,643266.3223,2,58,527
S01004452,Ayrshire & Arran,228990.4165,643370.4859,2,13,387
S01004453,Ayrshire & Arran,224126.1221,643399.5572,2,15,624
S01004454,Ayrshire & Arran,231211.3267,643413.096,2,43,567
S01004455,Ayrshire & Arran,222830.5864,643495.4688,2,13,423
S01004456,Ayrshire & Arran,228705.1945,643521.6355,2,13,359
S01004457,Ayrshire & Arran,223486.597,643567.2193,2,40,509
S01004458,Ayrshire & Arran,223860.7553,643588.7534,2,48,489
S01004459,Ayrshire & Arran,230291.922,643628.482,2,20,326
S01004460,Ayrshire & Arran,229182.9226,643636.9721,2,5,358
S01004461,Ayrshire & Arran,233022.6506,643640.341,5,10,373
S01004462,Ayrshire & Arran,229513.4729,643649.6131,2,8,451
S01004463,Ayrshire & Arran,222976.9415,643718.6458,2,20,471
S01004464,Ayrshire & Arran,230469.0011,643853.2203,2,50,544
S01004465,Ayrshire & Arran,223112.628,643977.993,2,10,458
S01004466,Ayrshire & Arran,229884.1997,643982.7447,2,25,603
S01004467,Ayrshire & Arran,223496.5108,643989.5703,2,78,532
S01004468,Ayrshire & Arran,229197.1788,644100.3244,2,15,603
S01004469,Ayrshire & Arran,230344.6541,644147.4141,2,43,392
S01004470,Ayrshire & Arran,229477.2732,644151.9944,2,8,439
S01004471,Ayrshire & Arran,225812.6767,645729.4763,5,25,1367
S01004472,Ayrshire & Arran,220364.7033,647219.7331,3,5,379
S01004473,Ayrshire & Arran,220065.3272,647820.4431,3,10,589
S01004474,Ayrshire & Arran,221041.1888,647898.6599,3,43,526
S01004475,Ayrshire & Arran,232755.7811,648052.065,5,5,305
S01004476,Ayrshire & Arran,220440.4826,648130.9152,3,25,390
S01004477,Ayrshire & Arran,220718.9794,648502.4778,3,25,588
S01004478,Ayrshire & Arran,228752.6831,648938.8932,3,30,341
S01004479,Ayrshire & Arran,229586.7024,648958.4136,3,18,426
S01004480,Ayrshire & Arran,230071.3013,649052.4716,3,60,602
S01004481,Ayrshire & Arran,228503.2024,649118.9112,3,43,495
S01004482,Ayrshire & Arran,229063.6172,649283.4234,3,43,428
S01004483,Ayrshire & Arran,228358.6131,649461.5201,3,35,397
S01004484,Ayrshire & Arran,228896.1456,649825.8205,3,15,604
S01004485,Ayrshire & Arran,221147.1961,651446.105,5,15,385
S01004486,Ayrshire & Arran,237103.3133,652727.7986,5,15,655
S01004487,Ayrshire & Arran,232045.5369,653156.4443,3,48,590
S01004488,Ayrshire & Arran,231300.3819,653267.3935,3,23,388
S01004489,Ayrshire & Arran,234335.4411,653343.6904,3,18,611
S01004490,Ayrshire & Arran,234791.1769,653573.36,3,5,394
S01004491,Ayrshire & Arran,231131.5496,653645.8498,3,58,474
S01004492,Ayrshire & Arran,233673.7411,653678.7383,3,45,569
S01004493,Ayrshire & Arran,235250.2587,653879.5198,3,20,495
S01004494,Ayrshire & Arran,231027.5187,654016.6379,3,63,476
S01004495,Ayrshire & Arran,234479.6621,654065.7346,3,33,350
S01004496,Ayrshire & Arran,234839.5125,654074.3941,3,20,364
S01004497,Ayrshire & Arran,231332.3809,654161.1947,3,53,468
S01004498,Ayrshire & Arran,231782.5087,654329.0059,3,15,358
S01004499,Ayrshire & Arran,234844.2902,654535.6016,3,15,404
S01004500,Ayrshire & Arran,220948.6025,654690.4897,5,10,388
S01004501,Ayrshire & Arran,231367.1691,654692.9414,3,33,411
S01004502,Ayrshire & Arran,235107.0441,654723.6046,3,10,419
S01004503,Ayrshire & Arran,216134.7307,654930.3152,6,18,397
S01004504,Ayrshire & Arran,231620.3742,655200.4486,3,30,384
S01004505,Ayrshire & Arran,230944.2295,655307.2296,3,28,361
S01004506,Ayrshire & Arran,231476.8898,655636.9036,3,20,320
S01004507,Ayrshire & Arran,220967.0517,655810.8428,5,20,425
S01004508,Ayrshire & Arran,216936.8314,656580.5256,6,8,325
S01004509,Ayrshire & Arran,226559.4484,657408.8479,5,10,691
S01004510,Ayrshire & Arran,220888.328,658230.8331,2,10,382
S01004511,Ayrshire & Arran,220448.1505,658897.4654,2,5,427
S01004512,Ayrshire & Arran,220878.9957,659001.2827,2,5,453
S01004513,Ayrshire & Arran,220794.0073,659280.6537,2,10,262
S01004514,Ayrshire & Arran,221185.7576,659340.7293,2,5,370
S01004515,Ayrshire & Arran,220273.7047,659417.9058,2,43,587
S01004516,Ayrshire & Arran,220866.2875,659545.1789,2,15,326
S01004517,Ayrshire & Arran,220555.87,659634.6505,2,35,513
S01004518,Ayrshire & Arran,221316.4431,659796.851,2,20,393
S01004519,Ayrshire & Arran,220953.9985,659854.8304,2,23,508
S01004520,Ayrshire & Arran,220430.1178,659994.4561,2,13,382
S01004521,Ayrshire & Arran,220892.1,660334.9959,2,3,436
S01004522,Ayrshire & Arran,220416.0925,660511.8899,2,5,452
S01004523,Ayrshire & Arran,219833.6029,660800.7163,2,5,366
S01004524,Ayrshire & Arran,220838.0234,660878.7026,2,3,277
S01004525,Ayrshire & Arran,221557.2207,666323.8632,3,10,468
S01004526,Ayrshire & Arran,219511.0222,667864.2204,3,8,346
S01004527,Ayrshire & Arran,219770.8802,667936.9452,3,15,377
